"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"1443719_PM_x_at",-1.63039666299088,6.23414018461504,-3.14989586528656,0.0241514949027172,0.545543769642887,-3.04173381921811,"---"
"1432464_PM_a_at",-1.22605476881442,6.9211317713348,-3.13876037427643,0.0244639036936411,0.545543769642887,-3.0539664411627,"Camsap3"
"1452943_PM_at",-1.05230200018808,7.75970461744797,-3.13635646771324,0.0245319371496963,0.545784216300857,-3.05661007414843,"Tmem65"
"1437405_PM_a_at",-1.48328768198891,7.90609953068605,-3.1285333977714,0.0247548074163766,0.546968556819704,-3.06522035337175,"Igfbp4"
"1417001_PM_a_at",-1.32432822199922,7.96869877093269,-3.10529014968193,0.0254304371885609,0.55456780924098,-3.09086601669242,"Rsrp1"
"1421241_PM_at",-1.48336292037575,6.12921379735287,-3.10387898537729,0.0254721147985949,0.555208466500903,-3.09242608837267,"Ngfr"
"1435037_PM_at",-1.556840975424,6.19291000228506,-3.08262172551938,0.0261092432675255,0.558312340283927,-3.11596845450675,"Pgap3"
"1448303_PM_at",-1.1572126152517,6.01723698318087,-3.07340066771073,0.0263911316983746,0.558857143796903,-3.12620517011332,"Gpnmb"
"1423817_PM_s_at",-1.00566184532067,8.73655691206349,-3.06616623140092,0.0266146651181317,0.558857143796903,-3.13424674164343,"Use1"
"1417852_PM_x_at",-1.23129629258549,6.13953493097957,-3.05498010517907,0.0269644659637185,0.559307406925229,-3.14669864459001,"Clca1"
"1452848_PM_at",-1.24156746983079,8.70852247694617,-3.0470540338533,0.0272154222578906,0.55977979313599,-3.15553460859574,"Tmem181a"
"1421184_PM_a_at",-1.7396047427142,8.48816003369635,-3.04121279189648,0.0274020335565194,0.55977979313599,-3.16205329447793,"Higd1c /// Mettl7a1 /// Mettl7a2 /// Mettl7a2Higd1c /// Mettl7a3"
"1428289_PM_at",-2.0093051764699,7.33758314955523,-3.03473922590838,0.0276105121472492,0.560826472402231,-3.16928444495528,"Klf9"
"1451207_PM_at",-1.06257575718057,6.33980821511155,-3.03320855695802,0.0276600644661205,0.561090620542128,-3.17099528812293,"Micu1"
"1423269_PM_a_at",-1.90140221351705,7.07923936496965,-3.0295602626426,0.0277785702731617,0.561174609508969,-3.17507462870019,"Nedd4l"
